Parent site,Site custom name,Site status,Site folder,Page URL,Page status,Versions,Added,Crawl frequency,Last new,Response code,Last checked,Categories,Title,Custom title,Page notes,Last version,Last change
http://www.lamd.uscourts.gov,LA:USDC-MD,monitored,LA,https://www.lawd.uscourts.gov/using-your-own-equipment-courtroom,monitored,9,2024-08-29T19:02:18Z,every 2 days,2026-01-17T19:21:26Z,200 OK,2026-03-03T02:31:00Z,,Using Your Own Equipment in the Courtroom | Western District of Louisiana | United States District Court,,,https://versionista.com/125313/22600978/63433880/,https://versionista.com/125313/22600978/63433880:0/
http://www.lamd.uscourts.gov,LA:USDC-MD,monitored,LA,https://www.lawd.uscourts.gov/court-reporters-transcripts,monitored,6,2024-08-29T19:03:18Z,every 2 days,2026-01-15T18:07:52Z,200 OK,2026-03-04T14:03:49Z,,Court Reporters &amp; Transcripts | Western District of Louisiana | United States District Court,,,https://versionista.com/125313/22600979/63406180/,https://versionista.com/125313/22600979/63406180:0/
http://www.lamd.uscourts.gov,LA:USDC-MD,monitored,LA,https://www.lawd.uscourts.gov/district-wide-orders,monitored,7,2024-08-29T19:03:44Z,every 2 days,2026-01-16T05:30:47Z,200 OK,2026-03-04T16:01:58Z,,District-Wide Orders | Western District of Louisiana | United States District Court,,,https://versionista.com/125313/22600980/63411987/,https://versionista.com/125313/22600980/63411987:0/
http://www.lamd.uscourts.gov,LA:USDC-MD,monitored,LA,https://www.lawd.uscourts.gov/sites/lawd/files/UPLOADS/Shreveport_CV_RICO%20(1).pdf,monitored,1,2024-08-29T19:04:06Z,every 2 days,2024-08-29T19:13:17Z,200 OK,2026-03-04T06:53:45Z,,,,,https://versionista.com/125313/22600981/56847432/,
http://www.lamd.uscourts.gov,LA:USDC-MD,monitored,LA,https://www.lawd.uscourts.gov/local-rules,monitored,7,2024-08-29T19:05:47Z,every 2 days,2026-01-18T18:38:18Z,200 OK,2026-03-03T06:20:52Z,,Local Rules | Western District of Louisiana | United States District Court,,,https://versionista.com/125313/22600982/63443046/,https://versionista.com/125313/22600982/63443046:0/
http://www.lamd.uscourts.gov,LA:USDC-MD,monitored,LA,https://www.lamd.uscourts.gov/news/hurricane-ida-case-management-order-no-1-and-call-applications-court-appointed-neutrals,monitored,8,2025-04-01T01:00:07Z,every 2 days,2026-02-02T16:39:31Z,200 OK,2026-03-03T15:01:38Z,,Hurricane Ida Case Management Order No. 1 and Call for Applications for Court-Appointed Neutrals | Middle District of Louisiana,,,https://versionista.com/125313/23201230/63644041/,https://versionista.com/125313/23201230/63644041:0/
http://www.tncourts.gov,Tennessee Judicial (TN:RCP/TN:RAP),monitored,TN,http://www.tncourts.gov/rules/proposed/,monitored,50,2018-10-04T22:02:02Z,every 2 days,2026-03-03T04:28:07Z,200,2026-03-03T04:28:07Z,CR,Proposed Rules &amp; Amendments | Tennessee Administrative Office of the Courts,Proposed Rules & Amendments,,https://versionista.com/126324/10038156/64028614/,https://versionista.com/126324/10038156/64028614:0/
http://www.tncourts.gov,Tennessee Judicial (TN:RCP/TN:RAP),monitored,TN,http://www.tncourts.gov/rules/proposed/archive,monitored,50,2018-10-08T18:25:53Z,every 2 days,2026-03-02T23:59:08Z,200,2026-03-02T23:59:08Z,CR,Archived Rules &amp; Amendments | Tennessee Administrative Office of the Courts,Archived Rules & Amendments,,https://versionista.com/126324/10049156/64024776/,https://versionista.com/126324/10049156/64024776:0/
http://www.tncourts.gov,Tennessee Judicial (TN:RCP/TN:RAP),monitored,TN,http://www.tncourts.gov/courts/court-rules2/local-rules-practice,monitored,50,2019-11-22T00:37:04Z,every 2 days,2026-02-20T14:54:41Z,200,2026-03-04T08:03:11Z,CR,Local Rules of Practice | Tennessee Administrative Office of the Courts,Local Rules of Practice (TN:4TH; TN:6TH; TN:11TH; TN:16TH; TN:18TH; TN:19TH; TN:20TH; TN:21ST; TN:22ND; TN:23RD; TN:30TH),,https://versionista.com/126324/11994197/63890171/,https://versionista.com/126324/11994197/63890171:0/
https://www.monterey.courts.ca.gov,CA - Monterey,monitored,CA - Superior Courts,https://www.monterey.courts.ca.gov/rules-of-court,monitored,50,2018-10-11T22:34:25Z,every 2 days,2026-02-25T00:07:42Z,200,2026-03-02T20:33:58Z,,Local Rules Of Court | Monterey,CA - Monterey - Local Rules,,https://versionista.com/126808/10060325/63944250/,https://versionista.com/126808/10060325/63944250:0/
https://www.monterey.courts.ca.gov,CA - Monterey,monitored,CA - Superior Courts,https://www.monterey.courts.ca.gov/,monitored,50,2018-10-11T22:35:49Z,every 2 days,2026-02-27T01:25:53Z,200,2026-03-02T23:19:31Z,,Superior Court of California County of Monterey | Monterey,CA - Monterey - Homepage,,https://versionista.com/126808/10060350/63974148/,https://versionista.com/126808/10060350/63974148:0/
https://www.monterey.courts.ca.gov,CA - Monterey,monitored,CA - Superior Courts,https://www.monterey.courts.ca.gov/online-services/tentative-rulings,monitored,50,2024-03-15T21:30:25Z,every 2 days,2026-02-25T01:29:36Z,200,2026-03-02T22:29:57Z,,Tentative Rulings | Monterey,CA - Monterey - Tentative Rulings,,https://versionista.com/126808/22155235/63945036/,https://versionista.com/126808/22155235/63945036:0/
http://www.waed.uscourts.gov,WA:USDC-ED,monitored,WA,http://www.waed.uscourts.gov/news,monitored,50,2018-10-19T19:58:27Z,every 2 days,2026-03-01T05:37:44Z,200 OK,2026-03-03T05:37:13Z,CR,Current News and Announcements | Eastern District of Washington,,,https://versionista.com/127202/10081381/64004024/,https://versionista.com/127202/10081381/64004024:0/
http://www.waed.uscourts.gov,WA:USDC-ED,monitored,WA,http://www.waed.uscourts.gov/court-info/local-rules-and-orders/general-orders,monitored,50,2019-07-29T19:25:18Z,every 2 days,2026-03-03T23:33:07Z,200 OK,2026-03-03T23:33:07Z,CR,Local Rules / General Orders | Eastern District of Washington,,,https://versionista.com/127202/11140367/64038774/,https://versionista.com/127202/11140367/64038774:0/
http://www.waed.uscourts.gov,WA:USDC-ED,monitored,WA,https://www.waed.uscourts.gov/local-criminal-rules-eastern-district-washington,monitored,12,2021-11-01T18:59:51Z,every 2 days,2025-08-02T19:38:58Z,200 OK,2026-03-03T14:49:36Z,CR,Local Criminal Rules Eastern District of Washington | Eastern District of Washington,,,https://versionista.com/127202/16625854/61366777/,https://versionista.com/127202/16625854/61366777:0/
http://www.waed.uscourts.gov,WA:USDC-ED,monitored,WA,https://www.waed.uscourts.gov/local-civil-rules-eastern-district-washington,monitored,13,2021-11-01T18:59:51Z,every 2 days,2025-11-26T04:18:30Z,200 OK,2026-02-28T02:52:21Z,CR,Local Civil Rules Eastern District of Washington | Eastern District of Washington,,,https://versionista.com/127202/16625855/62747695/,https://versionista.com/127202/16625855/62747695:0/
http://www.waed.uscourts.gov,WA:USDC-ED,monitored,WA,https://www.waed.uscourts.gov/civil-forms,monitored,5,2024-07-11T19:22:51Z,every 2 days,2025-10-03T20:21:44Z,200 OK,2026-03-02T22:25:53Z,CR,Civil Forms | Eastern District of Washington,,,https://versionista.com/127202/22475630/62038663/,https://versionista.com/127202/22475630/62038663:0/
http://www.waed.uscourts.gov,WA:USDC-ED,monitored,WA,https://www.waed.uscourts.gov/local-patent-rules,monitored,2,2024-07-11T19:24:57Z,every 2 days,2025-08-02T04:27:23Z,200 OK,2026-03-04T08:08:26Z,CR,Local Patent Rules | Eastern District of Washington,,,https://versionista.com/127202/22475634/61357591/,https://versionista.com/127202/22475634/61357591:0/
http://www.waed.uscourts.gov,WA:USDC-ED,monitored,WA,https://www.waed.uscourts.gov/local-magistrate-judge-rules,monitored,2,2024-07-11T19:25:19Z,every 2 days,2025-08-04T12:39:11Z,200 OK,2026-03-03T04:13:23Z,CR,Local Magistrate Judge Rules | Eastern District of Washington,,,https://versionista.com/127202/22475636/61384398/,https://versionista.com/127202/22475636/61384398:0/
http://www.waed.uscourts.gov,WA:USDC-ED,monitored,WA,https://www.waed.uscourts.gov/criminal-forms,monitored,5,2024-07-11T19:50:44Z,every 2 days,2025-09-29T12:55:04Z,200 OK,2026-03-02T01:47:05Z,CR,Criminal Forms | Eastern District of Washington,,,https://versionista.com/127202/22475669/62010017/,https://versionista.com/127202/22475669/62010017:0/
https://www.cbca.gov,US:CBCA (Civilian Board of Contract Appeals),monitored,FED,https://www.cbca.gov/howto/rules/index.html,monitored,1,2018-10-22T23:35:27Z,every 2 days,2026-03-02T15:37:17Z,200,2026-03-04T14:25:42Z,RS,Civilian Board of Contract Appeals | Rules of Procedure,,,https://versionista.com/127322/10090473/64021369/,
http://courts.alaska.gov,Alaska Court System (AK:RCPD; AK:RCRP; AK:RCPS; AK:RAP; AK:RAP-AGN),monitored,AK,http://courts.alaska.gov/main/holidays.htm,monitored,17,2018-11-01T19:59:52Z,every 2 days,2025-12-11T00:49:02Z,200 OK,2026-03-03T01:29:56Z,NW,Holidays - Alaska Court System,,,https://versionista.com/127955/10130899/62948975/,https://versionista.com/127955/10130899/62948975:0/
http://courts.alaska.gov,Alaska Court System (AK:RCPD; AK:RCRP; AK:RCPS; AK:RAP; AK:RAP-AGN),monitored,AK,http://courts.alaska.gov/rules/index.htm,monitored,50,2018-11-01T20:00:35Z,every 2 days,2026-02-19T20:35:00Z,200 OK,2026-03-03T13:44:19Z,NW,Court Rules - Alaska Court System,,,https://versionista.com/127955/10130900/63879059/,https://versionista.com/127955/10130900/63879059:0/
http://courts.alaska.gov,Alaska Court System (AK:RCPD; AK:RCRP; AK:RCPS; AK:RAP; AK:RAP-AGN),monitored,AK,http://courts.alaska.gov/jord/index.htm,monitored,50,2019-02-23T01:50:00Z,every 2 days,2025-12-24T14:59:40Z,200 OK,2026-03-03T00:15:04Z,NW,Selected Administrative Standing Orders - Alaska Court System,,,https://versionista.com/127955/10507432/63133818/,https://versionista.com/127955/10507432/63133818:0/
http://courts.alaska.gov,Alaska Court System (AK:RCPD; AK:RCRP; AK:RCPS; AK:RAP; AK:RAP-AGN),monitored,AK,https://courts.alaska.gov/efile/index.htm,monitored,29,2023-05-15T18:22:53Z,every 2 days,2025-10-03T17:43:35Z,200 OK,2026-03-03T03:25:18Z,NW,eFile Project Information - Alaska Court System,,,https://versionista.com/127955/20677436/62038285/,https://versionista.com/127955/20677436/62038285:0/
http://www.kscourts.org,Kansas Judicial/Supreme Court (KS:SCR; KS:SCR-MO; KS:RAP; KS:CCP-AP),monitored,KS,https://kscourts.gov/Footer/Holiday-Schedule,monitored,1,2026-02-23T20:25:21Z,every 2 days,2026-02-23T20:25:29Z,200,2026-03-03T15:58:08Z,NW,Holiday Schedule - KS Courts,,,https://versionista.com/128022/23951586/63926799/,
http://www.kscourts.org,Kansas Judicial/Supreme Court (KS:SCR; KS:SCR-MO; KS:RAP; KS:CCP-AP),monitored,KS,https://www.kscourts.gov/Rules-Orders/Rules-Open-for-Public-Comment,monitored,2,2026-02-23T20:26:43Z,every 2 days,2026-02-27T18:11:21Z,200,2026-03-03T15:54:35Z,NW,Rules Open for Public Comment - KS Courts,,,https://versionista.com/128022/23951588/63986237/,https://versionista.com/128022/23951588/63986237:0/
http://www.kscourts.org,Kansas Judicial/Supreme Court (KS:SCR; KS:SCR-MO; KS:RAP; KS:CCP-AP),monitored,KS,https://www.kscourts.gov/Rules-Orders/Rules,monitored,2,2026-02-23T20:27:10Z,every 2 days,2026-02-27T18:17:38Z,200,2026-03-03T16:02:26Z,NW,Search Rules - KS Courts,,,https://versionista.com/128022/23951589/63986271/,https://versionista.com/128022/23951589/63986271:0/
https://www.iand.uscourts.gov,IA:USDC-ND,monitored,IA,https://www.iand.uscourts.gov/local-rules-and-orders,monitored,50,2019-01-14T17:24:55Z,every 2 days,2025-06-02T17:42:25Z,200 OK,2026-03-03T12:30:45Z,FP,"Local Rules, Federal Rules &amp; Administrative Orders | Northern District of Iowa | United States District Court",,,https://versionista.com/131787/10367582/60535768/,https://versionista.com/131787/10367582/60535768:0/
https://www.iand.uscourts.gov,IA:USDC-ND,monitored,IA,https://www.iand.uscourts.gov/iowa-northern-public-administrative-orders,monitored,16,2025-01-29T17:27:14Z,every 2 days,2026-01-14T20:23:12Z,200 OK,2026-03-02T11:05:54Z,,Iowa Northern Public Administrative Orders | Northern District of Iowa | United States District Court,Administrative Order List,,https://versionista.com/131787/22944333/63391683/,https://versionista.com/131787/22944333/63391683:0/
https://www.flrules.org,FL:WC-FAC,monitored,FL,https://www.flrules.org/gateway/ChapterHome.asp?Chapter=69l-31,monitored,8,2019-02-18T16:06:57Z,every 2 days,2024-09-08T01:15:40Z,200 OK,2026-03-03T21:41:05Z,RS,"69L-31 : UTILIZATION AND REIMBURSEMENT DISPUTE RULES - Florida Administrative Rules, Law, Code, Register - FAC, FAR, eRulemaking",,,https://versionista.com/133587/10480925/56975833/,https://versionista.com/133587/10480925/56975833:0/
http://www.nynb.uscourts.gov,NY Northern Bankruptcy,monitored,NY,http://www.nynb.uscourts.gov/administrative-orders,monitored,50,2020-01-31T18:22:38Z,every 2 days,2026-02-25T01:36:37Z,200 OK,2026-03-04T13:02:39Z,,Administrative Orders | Northern District of New York | United States Bankruptcy Court,,,https://versionista.com/136046/12453845/63945097/,https://versionista.com/136046/12453845/63945097:0/
http://www.nynb.uscourts.gov,NY Northern Bankruptcy,monitored,NY,http://www.nynb.uscourts.gov/administrative-procedures,monitored,42,2020-01-31T18:22:38Z,every 2 days,2026-02-25T18:45:15Z,200 OK,2026-03-03T08:53:09Z,,Administrative Procedures | Northern District of New York | United States Bankruptcy Court,,,https://versionista.com/136046/12453847/63957973/,https://versionista.com/136046/12453847/63957973:0/
http://www.nynb.uscourts.gov,NY Northern Bankruptcy,monitored,NY,https://www.nynb.uscourts.gov/local-rules-general-orders,monitored,36,2023-05-22T16:36:13Z,every 2 days,2026-02-27T19:03:33Z,200 OK,2026-03-02T16:42:00Z,,Local Rules &amp; General Orders | Northern District of New York | United States Bankruptcy Court,,,https://versionista.com/136046/20725023/63986446/,https://versionista.com/136046/20725023/63986446:0/
http://www.nynb.uscourts.gov,NY Northern Bankruptcy,monitored,NY,https://www.nynb.uscourts.gov/form/chapter-13-local-form-plan,monitored,19,2024-07-12T20:40:13Z,every 2 days,2026-02-26T07:51:17Z,200 OK,2026-03-03T03:11:07Z,,Chapter 13 Local Form Plan | Northern District of New York | United States Bankruptcy Court,,,https://versionista.com/136046/22478293/63965883/,https://versionista.com/136046/22478293/63965883:0/
http://www.nynb.uscourts.gov,NY Northern Bankruptcy,monitored,NY,https://www.nynb.uscourts.gov/form/chapter-13-order-confirmation,monitored,19,2024-07-12T20:40:14Z,every 2 days,2026-02-27T15:13:38Z,200 OK,2026-03-02T21:48:11Z,,Chapter 13 Order of Confirmation | Northern District of New York | United States Bankruptcy Court,,,https://versionista.com/136046/22478294/63984545/,https://versionista.com/136046/22478294/63984545:0/
http://www.nynb.uscourts.gov,NY Northern Bankruptcy,monitored,NY,https://www.nynb.uscourts.gov/forms/all-forms/lossmitigation_forms,monitored,19,2024-07-12T20:40:14Z,every 2 days,2026-02-25T22:04:24Z,200 OK,2026-03-03T00:48:55Z,,Forms - Categorical | Northern District of New York | United States Bankruptcy Court,,,https://versionista.com/136046/22478295/63958836/,https://versionista.com/136046/22478295/63958836:0/
https://www.courts.ca.gov,"CA CRC Amendments, Forms, & Invitations to Comment",monitored,CA - CRC Titles,https://www.courts.ca.gov/forms-rules/rules-court,monitored,16,2024-12-05T02:58:01Z,every 2 days,2026-02-13T12:38:31Z,200,2026-03-03T02:16:05Z,,Rules of Court | Judicial Branch of California,CA CRC - Rules of Court,,https://versionista.com/136439/22825673/63795953/,https://versionista.com/136439/22825673/63795953:0/
https://www.courts.ca.gov,"CA CRC Amendments, Forms, & Invitations to Comment",monitored,CA - CRC Titles,https://www.courts.ca.gov/policy-administration/invitations-comment,monitored,37,2024-12-05T02:58:01Z,every 2 days,2026-02-19T05:50:55Z,200,2026-03-02T23:14:18Z,,Invitations to Comment | Judicial Branch of California,CA CRC - Invitations to Comment,,https://versionista.com/136439/22825686/63867796/,https://versionista.com/136439/22825686/63867796:0/
https://www.courts.ca.gov,"CA CRC Amendments, Forms, & Invitations to Comment",monitored,CA - CRC Titles,https://www.courts.ca.gov/forms-rules/find-your-court-forms/latest-changes,monitored,15,2024-12-27T13:37:30Z,every 2 days,2026-03-01T05:46:07Z,200,2026-03-03T04:40:24Z,,Latest Changes | Judicial Branch of California,CA CRC - Latest Form Changes,,https://versionista.com/136439/22869548/64004087/,https://versionista.com/136439/22869548/64004087:0/
https://www.courts.ca.gov,"CA CRC Amendments, Forms, & Invitations to Comment",monitored,CA - CRC Titles,https://www.courts.ca.gov/sites/default/files/courts/default/2024-11/fl410.pdf,monitored,1,2024-12-27T13:38:51Z,every 2 days,2024-12-27T14:09:25Z,200 OK,2026-03-03T13:35:51Z,,,CA CRC Form - FL410,,https://versionista.com/136439/22869549/58441873/,
https://www.courts.ca.gov,"CA CRC Amendments, Forms, & Invitations to Comment",monitored,CA - CRC Titles,https://www.courts.ca.gov/forms-rules/rules-court/new-amended-rules,monitored,17,2024-12-27T13:39:37Z,every 2 days,2026-02-13T16:01:33Z,200,2026-03-03T05:39:39Z,,New &amp; Amended Rules | Judicial Branch of California,CA CRC - New & Amended Rules,,https://versionista.com/136439/22869550/63798729/,https://versionista.com/136439/22869550/63798729:0/
https://img.nyed.uscourts.gov,NY Eastern District,monitored,NY,https://img.nyed.uscourts.gov/rules/LDH-MLR.pdf,monitored,5,2019-04-24T22:57:36Z,every 2 days,2025-03-29T01:12:21Z,200 OK,2026-03-04T07:59:40Z,,,Judge DeArcy Hall,,https://versionista.com/137783/10749047/59650605/,https://versionista.com/137783/10749047/59650605:0/
https://img.nyed.uscourts.gov,NY Eastern District,monitored,NY,https://img.nyed.uscourts.gov/files/local_rules/localrules.pdf,monitored,1,2020-01-31T16:34:47Z,every 2 days,2020-01-31T16:35:01Z,200 OK,2026-03-01T22:40:53Z,,,,,https://versionista.com/137783/12452914/25200966/,
https://img.nyed.uscourts.gov,NY Eastern District,monitored,NY,https://img.nyed.uscourts.gov/files/local_rules/guidelinesdj.pdf,monitored,1,2020-01-31T16:34:47Z,every 2 days,2020-01-31T16:36:07Z,200 OK,2026-03-04T01:07:53Z,,,,,https://versionista.com/137783/12452915/25200977/,
http://www.lasc.org,LA State Courts,monitored,LA,http://www.lasc.org/rules/dist.ct/14thJDCAppendices.PDF,monitored,9,2020-01-17T18:39:55Z,every 2 days,2022-12-20T16:58:59Z,200 OK,2026-03-03T18:52:29Z,,,,,https://versionista.com/138360/12371250/45237563/,https://versionista.com/138360/12371250/45237563:0/
http://www.lasc.org,LA State Courts,monitored,LA,http://www.lasc.org/rules/dist.ct/16thJDCAppendices.PDF,monitored,16,2020-01-17T18:39:55Z,every 2 days,2025-04-30T23:33:05Z,200 OK,2026-03-02T21:02:02Z,,,,,https://versionista.com/138360/12371251/60095597/,https://versionista.com/138360/12371251/60095597:0/
http://www.lasc.org,LA State Courts,monitored,LA,http://www.lasc.org/rules/dist.ct/19thJDCAppendices.PDF,monitored,11,2020-01-17T18:39:55Z,every 2 days,2025-11-20T12:29:28Z,200 OK,2026-03-03T23:59:05Z,,,,,https://versionista.com/138360/12371252/62674901/,https://versionista.com/138360/12371252/62674901:0/
http://www.lasc.org,LA State Courts,monitored,LA,http://www.lasc.org/rules/dist.ct/21stJDCAppendices.PDF,monitored,7,2020-01-17T18:39:55Z,every 2 days,2022-12-21T17:10:28Z,200 OK,2026-03-04T07:59:41Z,,,,,https://versionista.com/138360/12371253/45271309/,https://versionista.com/138360/12371253/45271309:0/
http://www.lasc.org,LA State Courts,monitored,LA,http://www.lasc.org/rules/dist.ct/24thJDCAppendices.PDF,monitored,8,2020-01-17T18:39:55Z,every 2 days,2026-01-24T19:55:18Z,200 OK,2026-03-02T23:27:22Z,,,,,https://versionista.com/138360/12371254/63523771/,https://versionista.com/138360/12371254/63523771:0/
http://www.lasc.org,LA State Courts,monitored,LA,http://www.lasc.org/rules/dist.ct/29thjdcAppendices.PDF,monitored,7,2020-01-17T18:39:55Z,every 2 days,2022-12-20T16:18:53Z,200 OK,2026-03-02T23:45:42Z,,,,,https://versionista.com/138360/12371255/45236826/,https://versionista.com/138360/12371255/45236826:0/
http://www.lasc.org,LA State Courts,monitored,LA,http://www.lasc.org/rules/dist.ct/CDCAppendices.PDF,monitored,5,2020-01-17T18:39:55Z,every 2 days,2022-12-20T01:19:22Z,200 OK,2026-03-04T07:36:29Z,,,,,https://versionista.com/138360/12371256/45214540/,https://versionista.com/138360/12371256/45214540:0/
http://www.lasc.org,LA State Courts,monitored,LA,http://www.lasc.org/SupremeCourtRules,monitored,50,2020-05-18T17:44:24Z,every 2 days,2026-02-25T00:53:50Z,200,2026-03-02T21:30:35Z,,Louisiana Supreme Court Rules - Supreme Court Rules - Louisiana Supreme Court,Lousiana Supreme Court,,https://versionista.com/138360/13354796/63944589/,https://versionista.com/138360/13354796/63944589:0/
http://www.lasc.org,LA State Courts,monitored,LA,http://www.lasc.org/Supreme_Court_Rules?p=Rule_Changes,monitored,50,2020-05-18T17:48:39Z,every 2 days,2026-02-23T16:52:12Z,200,2026-03-03T12:10:12Z,,Rule Change Orders - Supreme Court Rules - Louisiana Supreme Court,LA Supreme Ct. Rule Changes,,https://versionista.com/138360/13354797/63925093/,https://versionista.com/138360/13354797/63925093:0/
http://www.lasc.org,LA State Courts,monitored,LA,https://www.lasc.org/rules/dist.ct/15thJDCAppendices.PDF,monitored,3,2024-02-29T19:03:49Z,every 2 days,2025-07-11T04:39:02Z,200 OK,2026-03-02T23:59:51Z,,,,,https://versionista.com/138360/22110135/61054164/,https://versionista.com/138360/22110135/61054164:0/
http://www.lasc.org,LA State Courts,monitored,LA,https://www.lasc.org/rules/dist.ct/18thJDCAppendices.PDF,monitored,2,2024-02-29T19:05:33Z,every 2 days,2025-07-26T16:25:37Z,200 OK,2026-03-03T01:18:40Z,,,,,https://versionista.com/138360/22110136/61267560/,https://versionista.com/138360/22110136/61267560:0/
http://www.lasc.org,LA State Courts,monitored,LA,https://www.lasc.org/rules/dist.ct/CDCAppendices.PDF,monitored,1,2024-02-29T19:06:09Z,every 2 days,2024-02-29T19:07:24Z,200 OK,2026-03-02T23:36:12Z,,,,,https://versionista.com/138360/22110137/54389151/,
http://www.lasc.org,LA State Courts,monitored,LA,https://www.orleanscivildistrictcourt.org/jury-services,monitored,10,2024-08-29T20:18:51Z,every 2 days,2026-03-02T23:23:59Z,200,2026-03-02T23:23:59Z,,Jury Services Online Court — Orleans Civil District Court Online Court,,,https://versionista.com/138360/22601119/64024229/,https://versionista.com/138360/22601119/64024229:0/
http://www.lasc.org,LA State Courts,monitored,LA,https://www.lasc.org/rules/dist.ct/25thJDCAppendices.PDF,monitored,1,2024-08-29T21:18:41Z,every 2 days,2024-08-29T21:18:47Z,200 OK,2026-03-02T23:18:03Z,,,,,https://versionista.com/138360/22601155/56848497/,
http://www.lasc.org,LA State Courts,monitored,LA,https://www.lasc.org/rules/dist.ct/21stJDCAppendices.PDF,monitored,1,2024-08-29T21:25:25Z,every 2 days,2024-08-29T21:25:32Z,200 OK,2026-03-03T00:12:45Z,,,,,https://versionista.com/138360/22601158/56848555/,
http://www.lasc.org,LA State Courts,monitored,LA,https://www.lasc.org/rules/dist.ct/16thJDCAppendices.PDF,monitored,2,2024-08-29T21:32:24Z,every 2 days,2025-05-01T12:36:49Z,200 OK,2026-03-03T00:11:10Z,,,,,https://versionista.com/138360/22601159/60104637/,https://versionista.com/138360/22601159/60104637:0/
http://www.lasc.org,LA State Courts,monitored,LA,https://www.lasc.org/rules/dist.ct/13thJDCAppendices.PDF,monitored,1,2024-08-29T21:38:19Z,every 2 days,2024-08-29T21:38:25Z,200 OK,2026-03-03T05:44:15Z,,,,,https://versionista.com/138360/22601160/56848664/,
http://www.lasc.org,LA State Courts,monitored,LA,https://www.lasc.org/rules/dist.ct/5thJDCAppendices.PDF,monitored,1,2024-08-29T21:39:38Z,every 2 days,2024-08-29T21:39:56Z,200 OK,2026-03-02T22:27:08Z,,,,,https://versionista.com/138360/22601161/56848674/,
http://www.lasc.org,LA State Courts,monitored,LA,https://www.lasc.org/rules/dist.ct/4thJDCAppendices.PDF,monitored,1,2024-08-29T21:40:37Z,every 2 days,2024-08-29T21:42:50Z,200 OK,2026-03-03T01:16:45Z,,,,,https://versionista.com/138360/22601162/56848694/,
http://www.lasc.org,LA State Courts,monitored,LA,https://www.4jdc.com/ordersforms,monitored,4,2024-08-29T21:40:53Z,every 2 days,2025-08-03T15:08:26Z,200,2026-03-03T01:37:26Z,,Orders and Forms Online Court — 4th Judicial District Court Online Court,,,https://versionista.com/138360/22601163/61375478/,https://versionista.com/138360/22601163/61375478:0/
http://www.lasc.org,LA State Courts,monitored,LA,https://www.lasc.org/SupremeCourtRules,monitored,16,2024-08-29T21:44:32Z,every 2 days,2026-02-25T02:08:22Z,200,2026-03-02T23:03:03Z,,Louisiana Supreme Court Rules - Supreme Court Rules - Louisiana Supreme Court,,,https://versionista.com/138360/22601166/63945461/,https://versionista.com/138360/22601166/63945461:0/
http://www.lasc.org,LA State Courts,monitored,LA,https://www.lasc.org/Supreme_Court_Rules?p=Rule_Changes,monitored,22,2024-08-29T21:44:33Z,every 2 days,2026-02-25T06:50:40Z,200,2026-03-03T03:32:22Z,,Rule Change Orders - Supreme Court Rules - Louisiana Supreme Court,,,https://versionista.com/138360/22601167/63950271/,https://versionista.com/138360/22601167/63950271:0/
http://www.lasc.org,LA State Courts,monitored,LA,https://www.lasc.org/rules/COA/2023_07_Uniform_Rules_Courts_of_Appeal.pdf,monitored,1,2024-08-29T21:44:33Z,every 2 days,2024-08-29T21:44:36Z,200 OK,2026-03-03T00:07:10Z,,,,,https://versionista.com/138360/22601168/56848707/,
http://www.lasc.org,LA State Courts,monitored,LA,https://www.lasc.org/DistrictCourtRules,monitored,3,2024-08-29T21:44:33Z,every 2 days,2025-09-23T15:44:10Z,200,2026-03-03T02:21:12Z,,Louisiana District Court Rules - District Court Rules - Louisiana Supreme Court,,,https://versionista.com/138360/22601169/61957404/,https://versionista.com/138360/22601169/61957404:0/
http://www.lasc.org,LA State Courts,monitored,LA,https://www.lasc.org/Court_Rules?p=Appellate,monitored,5,2025-05-30T22:01:44Z,every 2 days,2025-11-15T16:29:59Z,200,2026-03-03T02:35:51Z,,Rules of the Courts of Appeal - Court Rules - Louisiana Supreme Court,,,https://versionista.com/138360/23421734/62611486/,https://versionista.com/138360/23421734/62611486:0/
http://www.lasc.org,LA State Courts,monitored,LA,https://www.lasc.org/rules/dist.ct/23rdJDCAppendices.PDF,monitored,1,2026-02-02T23:48:55Z,every 2 days,2026-02-02T23:49:04Z,200 OK,2026-03-04T06:23:48Z,,,,,https://versionista.com/138360/23922580/63648051/,
http://taxcourt.maryland.gov,MD:TAXCT,monitored,MD,http://taxcourt.maryland.gov/Rules.shtml,monitored,11,2019-05-07T14:28:41Z,every 2 days,2026-02-19T12:44:23Z,200,2026-03-03T06:49:42Z,NW,Maryland Tax Court - Rules of Procedure,,,https://versionista.com/138587/10797510/63873994/,https://versionista.com/138587/10797510/63873994:0/
https://www.courts.state.md.us,MD State Courts,monitored,MD,https://www.courts.state.md.us/rules/ruleschanges,monitored,50,2019-05-07T14:29:29Z,every 2 days,2026-03-03T12:27:01Z,200,2026-03-03T12:27:01Z,NW,Proposed Rules Changes and Recent Rules Orders | Maryland Courts,,,https://versionista.com/138588/10797520/64033369/,https://versionista.com/138588/10797520/64033369:0/
